"","Full.Name","College","Draft.Year","Position","Birth.Date","Height..Inches.","Weight","Breakout.Age","Breakout.Year","College.Dominator.Rating","College.YPR","Catch.Radius","Agility.Score","X20.Yard.Shuttle","Height.adjusted.Speed.Score","SPARQ.x","Broad.Jump","X3.Cone.Drill","X40.Yard.Dash","Burst.Score","Vertical.Jump","Hand.Size","Arm.Length","n_40","n_3c","n_20s","n_vj","n_he","n_al","n_bj","cr_score","bs_score","Had.Breakout","Draft.Date","Draft.Age","BMI","Late.Breakout.Date","Pick.Number","SOS.Rank","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","BestFinish","Success"
"624","shelton gibson","West Virginia",2017,"WR",1994-03-20,71,191,21.5,2015,31.5,23,97.2638595370367,11.03,4.2,90.6,94.4,118,6.83,4.5,93.1121708472068,32,8.88,32,0.670588235294117,0.613138686131387,0.663865546218487,0.297297297297297,0.4,0.506849315068493,0.416666666666667,1.77162700436745,0.713963963963964,"Y",2017-04-01,23.0493150684932,26.6361832969649,2017-10-08,166,15,187,300,300,300,300,300,300,300,300,300,300,300,300,300,187,NA
"625","sidney rice","South Carolina",2007,"WR",1986-09-01,75,202,19,2005,47,15.1,108.917657211314,11.43,4.34,100.3,107.8,119,7.09,4.51,107.13689519894,39.5,9.75,33.5,0.658823529411765,0.423357664233577,0.546218487394958,0.702702702702703,0.666666666666667,0.671232876712329,0.444444444444444,2.30042389835356,1.14714714714715,"Y",2007-04-01,20.5945205479452,25.2455111111111,2007-10-08,44,16,71,94,10,99,78,35,107,300,300,300,300,300,300,300,10,1
"626","sinorice moss","Miami (FL)",2006,"WR",1983-12-28,68,185,21.78,2005,27,16.5,NA,NA,NA,84.31418839,NA,NA,NA,4.4,NA,NA,9,29.13,0.788235294117646,NA,NA,NA,0.2,0.192328767123288,NA,NA,NA,"Y",2006-04-01,22.2739726027397,28.1260813148789,2006-10-08,44,35,139,106,109,144,300,300,300,300,300,300,300,300,300,300,106,0
"627","skye dawson","TCU",2013,"WR",1990-12-02,69,160,22.8657534246575,NA,14.1,13.4,92.5674749011726,11.16,4.26,77.8,100.9,118,6.9,4.44,99.2373537529897,35.5,8.125,28.25,0.741176470588235,0.562043795620438,0.613445378151261,0.486486486486487,0.266666666666667,0.0958904109589041,0.416666666666667,1.55852620428315,0.903153153153153,"N",2013-04-01,22.3452054794521,23.6252888048729,2013-10-08,260,16,170,300,300,300,300,300,300,300,300,300,300,300,300,300,170,0
"628","skyler green","LSU",2006,"WR",1984-09-12,69.13,192,22.0849315068493,NA,16.5,8.2,NA,NA,NA,81.21779705,NA,118,NA,4.52,96.612275364797,34,8.38,29.5,0.647058823529412,NA,NA,0.405405405405405,0.275333333333333,0.232876712328767,0.416666666666667,NA,0.822072072072072,"N",2006-04-01,21.5643835616438,28.2438203198694,2006-10-08,125,50,300,158,300,300,300,300,300,300,300,300,300,300,300,300,158,0
"629","solomon patton","Florida",2014,"WR",1990-10-17,68,179,22.9,2013,40.8,12.6,92.2802990140263,11.15,4.13,86.6,110.3,120,7.02,4.43,96.6608879275413,33,9.125,29.75,0.752941176470588,0.474452554744526,0.722689075630252,0.351351351351351,0.2,0.26027397260274,0.472222222222222,1.54549545487466,0.823573573573574,"Y",2014-04-01,23.4712328767123,27.213884083045,2014-10-08,260,19,181,300,300,300,300,300,300,300,300,300,300,300,300,300,181,0
"630","speedy noil","Texas A&M",2017,"WR",1995-10-14,71,199,22,NA,13.2,14.1,NA,NA,NA,94.4,NA,133,NA,4.5,126.727757984896,43.5,9.25,30,0.670588235294117,NA,NA,0.918918918918919,0.4,0.287671232876712,0.833333333333333,NA,1.75225225225225,"N",2017-04-01,21.4794520547945,27.7518349533823,2017-10-08,260,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"631","stacy coley","Miami (FL)",2017,"WR",1995-05-13,72,195,18.3,2013,27.2,12,93.2495469590241,11.55,4.4,98.1,95.6,122,7.15,4.45,100.209605007876,34,9.75,32.25,0.729411764705882,0.37956204379562,0.495798319327731,0.405405405405405,0.466666666666667,0.534246575342466,0.527777777777778,1.58947556480471,0.933183183183183,"Y",2017-04-01,21.9013698630137,26.4438657407407,2017-10-08,219,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"632","stedman bailey","West Virginia",2013,"WR",1990-11-11,70,193,20.8,2011,47.4,14.2,102.755930891668,10.9,4.09,88.7,104.3,117,6.81,4.52,96.5879690834249,34.5,9.78,32.68,0.647058823529412,0.627737226277372,0.756302521008403,0.432432432432432,0.333333333333333,0.581369863013699,0.388888888888889,2.02083248699645,0.821321321321321,"Y",2013-04-01,22.4027397260274,27.6895918367347,2013-10-08,92,29,114,89,127,300,300,300,300,300,300,300,300,300,300,300,89,0
"633","stefon diggs","Maryland",2015,"WR",1994-02-10,72,195,18.6,2012,36.1,12.8,94.791923553778,11.35,4.32,97.2,100,115,7.03,4.46,95.664330391283,35,10,31.25,0.717647058823529,0.467153284671533,0.563025210084033,0.459459459459459,0.466666666666667,0.424657534246575,0.333333333333333,1.65946167366457,0.792792792792793,"Y",2015-04-01,21.1506849315068,26.4438657407407,2015-10-08,146,30,45,31,19,300,300,300,300,300,300,300,300,300,300,300,19,1
"634","stephen hill","Georgia Tech",2012,"WR",1991-04-25,76,215,19.4,2010,44.9,29.3,117.250860292595,11.36,4.48,123.9,112.7,133,6.88,4.36,119.727548949716,39.5,9.38,33.38,0.835294117647058,0.576642335766423,0.428571428571428,0.702702702702703,0.733333333333333,0.658082191780822,0.833333333333333,2.6785471530642,1.53603603603604,"Y",2012-04-01,20.9506849315068,26.1677631578947,2012-10-08,43,76,95,101,300,300,300,300,300,300,300,300,300,300,300,300,95,0
"635","stephen williams","Toledo",2010,"WR",1986-06-29,76.5,210,21.27,2007,48.5,13.5,117.394894936988,10.92,4.11,110.7685835,NA,125,6.81,4.5,107.282732887173,36.5,9.13,33.25,0.670588235294117,0.627737226277372,0.739495798319327,0.540540540540541,0.766666666666667,0.643835616438356,0.611111111111111,2.68508279704142,1.15165165165165,"Y",2010-04-01,23.772602739726,25.2261950531847,2010-10-08,260,107,141,300,300,193,300,300,300,300,300,300,300,300,300,300,141,0
"636","sterling shepard","Oklahoma",2016,"WR",1993-02-10,70,194,20.6,2013,33.2,17,98.8608652407758,11.35,4.35,92.4,118.9,123,7,4.48,113.359303230211,41,9.75,30.38,0.694117647058823,0.489051094890511,0.53781512605042,0.783783783783784,0.333333333333333,0.329315068493151,0.555555555555556,1.8440919363509,1.33933933933934,"Y",2016-04-01,23.1534246575342,27.8330612244898,2016-10-08,40,20,36,42,300,300,300,300,300,300,300,300,300,300,300,300,36,NA
"637","steve breaston","Michigan",2007,"WR",1983-08-20,72.38,193,23.13,2006,17.5,11.4,100.616381642769,11.19,4.29,92.74642091,NA,124,6.9,4.48,100.25821757062,33,9.25,33.25,0.694117647058823,0.562043795620438,0.588235294117647,0.351351351351351,0.492,0.643835616438356,0.583333333333333,1.92374937049056,0.934684684684685,"Y",2007-04-01,23.6301369863014,25.8985516021373,2007-10-08,142,12,133,25,38,54,40,148,300,300,300,300,300,300,300,300,25,1
"638","steve smith","Utah",2001,"WR",1979-05-12,69,185,20.3,1999,31,21.2,109.348792111372,10.87,4.19,92.5,112.4,120,6.68,4.41,105.411149221517,38,9.38,32.25,0.776470588235294,0.722627737226277,0.672268907563025,0.621621621621622,0.266666666666667,0.534246575342466,0.472222222222222,2.31998685992297,1.09384384384384,"Y",2001-04-01,21.9041095890411,27.3167401806343,2001-10-08,74,76,300,300,300,300,300,300,143,54,8,59,126,133,300,300,8,1
"639","stevie johnson","Kentucky",2008,"WR",1986-07-22,74,202,21.1,2007,30.3,17.4,95.9628905866729,11.33,4.26,93.1,101.2,121,7.07,4.58,96.6851942089135,32.5,9.625,32.75,0.576470588235294,0.437956204379562,0.613445378151261,0.324324324324324,0.6,0.589041095890411,0.5,1.71259488802625,0.824324324324324,"Y",2008-04-01,21.7095890410959,25.9324324324324,2008-10-08,224,17,121,152,10,16,18,53,78,59,300,300,300,300,300,300,10,1
"640","syndric steptoe","Arizona",2007,"WR",1984-12-06,68.63,194,19.84,2004,34.5,10.3,NA,NA,NA,74.74796489,NA,NA,NA,4.61,NA,33,10,31.38,0.541176470588235,NA,NA,0.351351351351351,0.242,0.438904109589041,NA,NA,NA,"Y",2007-04-01,22.3315068493151,28.9553658879752,2007-10-08,234,3,300,112,300,300,300,300,300,300,300,300,300,300,300,300,112,0
"641","t.j. graham","NC State",2012,"WR",1989-07-27,71,180,22.1,2011,23.1,16.5,105.556806224177,10.95,4.18,92.6,99.3,120,6.77,4.41,97.5359140569389,33.5,9,32.75,0.776470588235294,0.656934306569343,0.680672268907563,0.378378378378378,0.4,0.589041095890411,0.472222222222222,2.147923605074,0.850600600600601,"Y",2012-04-01,22.6958904109589,25.102162269391,2012-10-08,69,83,84,96,147,174,300,300,300,300,300,300,300,300,300,300,84,0
"642","t.j. jones","Notre Dame",2014,"WR",1992-07-19,72,188,21.1,2013,33.4,15.8,95.7050892946137,11.09,4.27,92.1,100,119,6.82,4.48,95.7615555167716,33,NA,30.625,0.694117647058823,0.620437956204379,0.605042016806723,0.351351351351351,0.466666666666667,0.356164383561644,0.444444444444444,1.70089702555114,0.795795795795796,"Y",2014-04-01,21.7150684931507,25.4945987654321,2014-10-08,189,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,0
"643","t.j. moe","Missouri",2013,"WR",1990-10-14,71,200,19.9,2010,22.2,10,104.732150810676,10.49,3.96,77.1,128.8,120,6.53,4.74,101.911044703927,36,9.78,30.18,0.388235294117647,0.832116788321168,0.865546218487395,0.513513513513513,0.4,0.307397260273973,0.472222222222222,2.11050445352732,0.985735735735736,"Y",2013-04-01,22.4794520547945,27.8912914104344,2013-10-08,260,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,0
"644","t.y. hilton","FL International",2012,"WR",1989-11-14,69,183,18.8,2008,41.9,14.4,95.7555223097443,11.39,4.36,93.1,96.2,119,7.03,4.39,100.136686163759,35.5,8.5,32,0.8,0.467153284671533,0.529411764705882,0.486486486486487,0.266666666666667,0.506849315068493,0.444444444444444,1.70318544881888,0.930930930930931,"Y",2012-04-01,22.3945205479452,27.0214240705734,2012-10-08,92,127,31,19,11,23,5,27,300,300,300,300,300,300,300,300,5,1
"645","tajae' sharpe","Massachusetts",2016,"WR",1994-12-23,74,194,18.7,2013,37.8,11.5,NA,NA,NA,91.8,NA,114,NA,4.55,92.1399195923206,33.5,8.375,32.25,0.611764705882353,NA,NA,0.378378378378378,0.6,0.534246575342466,0.305555555555556,NA,0.683933933933934,"Y",2016-04-01,21.2876712328767,24.9054054054054,2016-10-08,140,102,73,300,300,300,300,300,300,300,300,300,300,300,300,300,73,NA
"646","tandon doss","Indiana",2011,"WR",1989-09-22,74,207,20,2009,28.9,11.2,94.1731412098895,11.13,4.22,88.2,99,116,6.91,4.67,93.9385844138601,33.5,10.13,31.25,0.470588235294118,0.554744525547445,0.647058823529412,0.378378378378378,0.6,0.424657534246575,0.361111111111111,1.63138411554599,0.739489489489489,"Y",2011-04-01,21.5369863013699,26.5743243243243,2011-10-08,123,78,189,137,112,300,300,300,300,300,300,300,300,300,300,300,112,0
"647","tanner gentry","Wyoming",2017,"WR",1994-12-18,73,208,20.7,2015,44.8,18.4,NA,11.72,4.43,90.5,107.2,123,7.29,4.63,108.109146453826,38,NA,NA,0.51764705882353,0.277372262773723,0.470588235294118,0.621621621621622,0.533333333333333,NA,0.555555555555556,NA,1.17717717717718,"Y",2017-04-01,22.3013698630137,27.4392944267217,2017-10-08,260,74,176,300,300,300,300,300,300,300,300,300,300,300,300,300,176,NA
"648","tanner mcevoy","Wisconsin",2016,"WR",1993-01-26,78,222,23.7150684931507,NA,1.8,10.9,NA,11.29,4.29,104.1,105.2,117,7,4.62,94.8379168246298,33.5,NA,NA,0.529411764705882,0.489051094890511,0.588235294117647,0.378378378378378,0.866666666666667,NA,0.388888888888889,NA,0.767267267267267,"N",2016-04-01,23.1945205479452,25.6518737672584,2016-10-08,260,66,129,150,300,300,300,300,300,300,300,300,300,300,300,300,129,NA
"649","tavarres king","Georgia",2013,"WR",1990-07-14,72,189,21.1,2011,24.1,22.6,102.615503528337,11.24,4.33,93.4,100.1,123,6.91,4.47,105.484068065633,36.5,9.48,33.08,0.705882352941177,0.554744525547445,0.554621848739496,0.540540540540541,0.466666666666667,0.625205479452055,0.555555555555556,2.01446052520036,1.0960960960961,"Y",2013-04-01,22.7315068493151,25.6302083333333,2013-10-08,161,27,300,178,300,300,95,300,300,300,300,300,300,300,300,300,95,0
"650","tavon austin","West Virginia",2013,"WR",1991-03-15,68,174,19.5,2010,28.7,11.3,NA,NA,NA,91.4,NA,120,NA,4.34,94.9108356687462,32,9.18,30.08,0.858823529411765,NA,NA,0.297297297297297,0.2,0.296438356164383,0.472222222222222,NA,0.769519519519519,"Y",2013-04-01,22.0630136986301,26.4537197231834,2013-10-08,8,29,56,85,28,51,105,300,300,300,300,300,300,300,300,300,28,1
"651","taylor gabriel","Abilene Christian",2014,"WR",1991-02-17,68,167,20.6,2011,28.7,14.5,101.612783783133,11.05,4.21,79.3,114.4,125,6.84,4.45,113.407915792956,40,8.375,29.75,0.729411764705882,0.605839416058394,0.65546218487395,0.72972972972973,0.2,0.26027397260274,0.611111111111111,1.96896161560689,1.34084084084084,"Y",2014-04-01,23.1342465753425,25.3894896193772,2014-10-08,260,228,72,107,57,79,300,300,300,300,300,300,300,300,300,300,57,0
"652","taylor price","Ohio",2010,"WR",1987-10-08,72,212,19.9,2007,25.1,14,102.438947579727,11.16,4.34,110.6,114,114,6.82,4.41,98.2651024981035,37,9.5,31.25,0.776470588235294,0.620437956204379,0.546218487394958,0.567567567567568,0.466666666666667,0.424657534246575,0.305555555555556,2.00644921079029,0.873123123123123,"Y",2010-04-01,22.4958904109589,28.7492283950617,2010-10-08,90,108,160,165,300,300,300,300,300,300,300,300,300,300,300,300,160,0
"653","taywan taylor","Western Kentucky",2017,"WR",1995-03-02,71,203,20.5,2015,38.6,17.7,105.796928587348,10.78,4.21,96.3,104.1,132,6.57,4.5,108.327902986175,33.5,9.25,32.63,0.670588235294117,0.802919708029197,0.65546218487395,0.378378378378378,0.4,0.575890410958904,0.805555555555556,2.15881927731497,1.18393393393393,"Y",2017-04-01,22.0986301369863,28.309660781591,2017-10-08,72,111,109,300,300,300,300,300,300,300,300,300,300,300,300,300,109,NA
"654","ted ginn","Ohio State",2007,"WR",1985-04-12,71,180,20.4,2005,28.5,13.2,NA,NA,NA,90.9,NA,NA,NA,4.43,NA,34.5,9.125,31.25,0.752941176470588,NA,NA,0.432432432432432,0.4,0.424657534246575,NA,NA,NA,"Y",2007-04-01,21.9835616438356,25.102162269391,2007-10-08,9,38,74,30,76,121,115,188,58,117,34,48,34,300,300,300,30,1
"655","tello luckett","Harding",2015,"WR",1991-02-01,72,211,21.6,2012,49.8,26.2,NA,12.01,4.5,89,96.9,118,7.51,4.65,96.612275364797,34,9.25,NA,0.494117647058823,0.116788321167883,0.411764705882353,0.405405405405405,0.466666666666667,NA,0.416666666666667,NA,0.822072072072072,"Y",2015-04-01,24.1780821917808,28.6136188271605,2015-10-08,260,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,0
"656","terrance williams","Baylor",2013,"WR",1989-09-08,74,208,22,2011,38.3,18.9,93.8360998470133,11.33,4.32,101,96.4,119,7.01,4.52,94.8865293873741,32.5,8.68,31.28,0.647058823529412,0.481751824817518,0.563025210084033,0.324324324324324,0.6,0.427945205479452,0.444444444444444,1.61609069525373,0.768768768768769,"Y",2013-04-01,23.5780821917808,26.7027027027027,2013-10-08,74,7,45,52,44,61,62,300,300,300,300,300,300,300,300,300,44,0
"657","terrelle pryor sr.","Ohio State",2011,"WR",1989-06-20,76,233,22.3150684931507,NA,NA,NA,NA,11.5,4.3,128.3,112.1,124,7.2,4.41,96.75811305303,31,NA,NA,0.776470588235294,0.343065693430657,0.579831932773109,0.243243243243243,0.733333333333333,NA,0.583333333333333,NA,0.826576576576577,"N",2011-04-01,21.7945205479452,28.3585526315789,2011-10-08,260,70,300,149,97,300,175,21,106,300,300,300,300,300,300,300,21,1
"658","terrence toliver","LSU",2011,"WR",1988-05-07,77,204,21.3,2009,39.3,14.1,NA,10.51,4.03,97,108.5,122,6.48,4.59,96.7095004902856,32,NA,NA,0.564705882352941,0.868613138686131,0.80672268907563,0.297297297297297,0.8,NA,0.527777777777778,NA,0.825075075075075,"Y",2011-04-01,22.9150684931507,24.1882273570585,2011-10-08,260,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,0
"659","tevaun smith","Iowa",2016,"WR",1993-01-30,72,205,22.6,2015,20.1,17.6,107.527602715,10.95,4.27,102.2,109.5,122,6.68,4.46,107.209814043056,38,9.5,31.75,0.717647058823529,0.722627737226277,0.605042016806723,0.621621621621622,0.466666666666667,0.479452054794521,0.527777777777778,2.23734948084034,1.1493993993994,"Y",2016-04-01,23.1835616438356,27.7999614197531,2016-10-08,260,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,0
"660","tevin jones","Memphis",2016,"WR",1992-12-16,74,217,23.827397260274,NA,12.2,13.9,105.978487661096,11.06,4.18,104.5,117,125,6.88,4.53,107.282732887173,36.5,9.875,32.5,0.635294117647058,0.576642335766423,0.680672268907563,0.540540540540541,0.6,0.561643835616438,0.611111111111111,2.16705761102869,1.15165165165165,"N",2016-04-01,23.3068493150685,27.8581081081081,2016-10-08,260,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,0
"661","tevin reese","Baylor",2014,"WR",1991-01-02,70,163,21.7,2012,28.3,22.8,113.26014643927,10.81,4.18,79,109.6,132,6.63,4.46,121.453294927139,41,8.63,31.63,0.717647058823529,0.759124087591241,0.680672268907563,0.783783783783784,0.333333333333333,0.466301369863014,0.805555555555556,2.49746651742872,1.58933933933934,"Y",2014-04-01,23.2602739726027,23.3855102040816,2014-10-08,240,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,0
"662","thomas sperbeck","Boise State",2017,"WR",1994-10-21,71,187,20.9,2015,33.3,16,NA,10.76,4.05,78.5,95.8,113,6.71,4.64,88.6155087933583,32,NA,NA,0.505882352941177,0.700729927007299,0.789915966386555,0.297297297297297,0.4,NA,0.277777777777778,NA,0.575075075075075,"Y",2017-04-01,22.4602739726027,26.0783574687562,2017-10-08,260,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"663","tim benford","Tennessee Tech",2012,"WR",1989-09-07,71,200,19,2008,59.1,15.2,NA,11.65,4.35,94,101,121,7.3,4.51,97.560220338311,33,8.88,NA,0.658823529411765,0.27007299270073,0.53781512605042,0.351351351351351,0.4,NA,0.5,NA,0.851351351351351,"Y",2012-04-01,22.5808219178082,27.8912914104344,2012-10-08,260,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,0
"664","tim patrick","Utah",2017,"WR",1993-11-23,76,208,22.8,2016,38.1,15.8,NA,11.37,4.38,103.8,117.8,128,6.99,4.52,111.730782378277,37.5,NA,NA,0.647058823529412,0.496350364963503,0.512605042016807,0.594594594594595,0.733333333333333,NA,0.694444444444444,NA,1.28903903903904,"Y",2017-04-01,23.3698630136986,25.3157894736842,2017-10-08,260,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"665","tim white","Arizona State",2017,"WR",1994-07-15,70,175,21.1,2015,19.6,11.9,NA,11.55,4.44,77.6,97.5,130,7.11,4.56,115.279499458612,38.5,NA,NA,0.6,0.408759124087591,0.46218487394958,0.648648648648649,0.333333333333333,NA,0.75,NA,1.39864864864865,"Y",2017-04-01,22.7287671232877,25.1071428571429,2017-10-08,260,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"666","tiquan underwood","Rutgers",2009,"WR",1987-02-17,73,175,19.6,2006,25.3,12.4,123.551534448498,10.73,4.11,92.5,109.3,129,6.62,4.41,119.630323824227,41.5,8.5,32.25,0.776470588235294,0.766423357664233,0.739495798319327,0.810810810810811,0.533333333333333,0.534246575342466,0.722222222222222,2.964443391937,1.53303303303303,"Y",2009-04-01,22.1342465753425,23.0859448301745,2009-10-08,253,73,300,140,163,79,79,300,300,300,300,300,300,300,300,300,79,0
"667","titus davis","Central Michigan",2015,"WR",1993-01-03,73,196,18.7,2011,49.1,17.3,88.8560383446463,11.42,4.28,94.8,97.6,119,7.14,4.51,94.8865293873741,32.5,8.25,29.625,0.658823529411765,0.386861313868613,0.596638655462185,0.324324324324324,0.533333333333333,0.246575342465753,0.444444444444444,1.39011791557143,0.768768768768769,"Y",2015-04-01,22.2547945205479,25.8562582097955,2015-10-08,260,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,0
"668","titus young","Boise State",2011,"WR",1989-08-21,71.38,174,20.14,2009,26.5,17,NA,NA,NA,85.03490226,NA,123,NA,4.43,NA,NA,9,30.88,0.752941176470588,NA,NA,NA,0.425333333333333,0.384109589041096,0.555555555555556,NA,NA,"Y",2011-04-01,21.6246575342466,24.0077514407752,2011-10-08,44,81,46,73,300,300,300,300,300,300,300,300,300,300,300,300,46,0
"669","tj jones","Notre Dame",2014,"WR",1992-07-19,71.63,188,20.22,2012,33,15.8,NA,11.09,4.27,88.47468434,NA,117,6.82,4.48,93.9628906952322,33,NA,NA,0.694117647058823,0.620437956204379,0.605042016806723,0.351351351351351,0.442,NA,0.388888888888889,NA,0.74024024024024,"Y",2014-04-01,21.7150684931507,25.7586603126663,2014-10-08,260,30,300,136,158,82,300,300,300,300,300,300,300,300,300,300,82,0
"670","todd watkins","BYU",2006,"WR",1983-06-22,74.38,202,21.3,2004,33.5,20.1,101.295674414226,11.37,4.24,107.231569,NA,118,7.13,4.43,100.112379882387,36,9.25,31.25,0.752941176470588,0.394160583941606,0.630252100840336,0.513513513513513,0.625333333333333,0.424657534246575,0.416666666666667,1.95457261950291,0.93018018018018,"Y",2006-04-01,22.7917808219178,25.668136870605,2006-10-08,218,65,300,300,179,130,300,300,300,300,300,300,300,300,300,300,130,0
"671","tommy streeter","Miami (FL)",2012,"WR",1988-10-07,77,220,22.9,2011,33.6,17.6,113.398031092526,11.44,4.36,123.8,111.6,125,7.08,4.4,101.15754998139,33,9.5,34.75,0.788235294117646,0.430656934306569,0.529411764705882,0.351351351351351,0.8,0.808219178082192,0.611111111111111,2.50372310248434,0.962462462462462,"Y",2012-04-01,23.4986301369863,26.0853432282004,2012-10-08,198,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,0
"672","tommylee lewis","Northern Illinois",2016,"WR",1992-10-24,66,170,19.9,2012,19.3,10,NA,11.35,4.22,73,95.3,120,7.13,4.53,98.4109401863364,34,NA,NA,0.635294117647058,0.394160583941606,0.647058823529412,0.405405405405405,0.0666666666666667,NA,0.472222222222222,NA,0.877627627627628,"Y",2016-04-01,23.4520547945205,27.4357208448118,2016-10-08,260,95,154,128,300,300,300,300,300,300,300,300,300,300,300,300,128,NA
"673","toney clemons","Colorado",2012,"WR",1988-10-11,74,210,22.9,2011,33.2,15.8,101.680339373353,11.26,4.33,108.6,103.6,128,6.93,4.45,109.105703990084,36,9.375,31.625,0.729411764705882,0.54014598540146,0.554621848739496,0.513513513513513,0.6,0.465753424657534,0.694444444444444,1.97202698427709,1.20795795795796,"Y",2012-04-01,23.4876712328767,26.9594594594595,2012-10-08,231,21,172,300,300,300,300,300,300,300,300,300,300,300,300,300,172,0
"674","tony pierson","Kansas",2015,"WR",NA,71,175,NA,NA,7.7,9.2,NA,11.24,4.35,84.5,95.2,134,6.89,4.48,116.251750713498,37,8.125,NA,0.694117647058823,0.569343065693431,0.53781512605042,0.567567567567568,0.4,NA,0.861111111111111,NA,1.42867867867868,"N",2015-04-01,NA,24.4048799841301,2015-10-08,260,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,0
"675","tony stevens","Auburn",2017,"WR",1995-03-14,76,212,21.5,2016,27.8,15.7,NA,11.49,4.34,103.9,99.2,126,7.15,4.54,104.681960780352,34.5,NA,NA,0.623529411764706,0.37956204379562,0.546218487394958,0.432432432432432,0.733333333333333,NA,0.638888888888889,NA,1.07132132132132,"Y",2017-04-01,22.0657534246575,25.8026315789474,2017-10-08,260,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"676","tony washington","Appalachian State",2014,"WR",1990-10-18,70,195,22.9,2013,26.9,14.7,NA,11.43,4.45,87.3,112,125,6.98,4.55,110.782837404763,38.5,NA,NA,0.611764705882353,0.503649635036496,0.453781512605042,0.648648648648649,0.333333333333333,NA,0.611111111111111,NA,1.25975975975976,"Y",2014-04-01,23.4684931506849,27.9765306122449,2014-10-08,260,183,300,195,189,300,300,300,300,300,300,300,300,300,300,300,189,0
"677","tori gurley","South Carolina",2011,"WR",1987-11-22,76,232,23.8931506849315,NA,16,10.6,110.545830488842,11.3,4.25,114.7,108.8,118,7.05,4.53,95.7372492353995,33.5,9.75,35,0.635294117647058,0.452554744525547,0.621848739495798,0.378378378378378,0.733333333333333,0.835616438356164,0.416666666666667,2.37430307457512,0.795045045045045,"N",2011-04-01,23.372602739726,28.2368421052632,2011-10-08,260,12,300,300,179,300,300,300,300,300,300,300,300,300,300,300,179,0
"678","torrence allen","West Texas A&M",2014,"WR",1991-03-31,72,183,21.4,2012,26.3,13.6,99.5762099783292,11.7,4.56,91.2,103,129,7.14,4.46,117.005245436034,40,8.875,32.625,0.717647058823529,0.386861313868613,0.361344537815126,0.72972972972973,0.466666666666667,0.575342465753425,0.722222222222222,1.87655106134347,1.45195195195195,"Y",2014-04-01,23.0191780821918,24.8165509259259,2014-10-08,260,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,0
"679","torrey smith","Maryland",2011,"WR",1989-01-26,72,205,20.6,2009,41.1,15.7,118.468332306257,10.85,4.13,105,128.4,126,6.72,4.43,116.05730046252,41,8.63,32.63,0.752941176470588,0.693430656934307,0.722689075630252,0.783783783783784,0.466666666666667,0.575890410958904,0.638888888888889,2.73379055417119,1.42267267267267,"Y",2011-04-01,22.1917808219178,27.7999614197531,2011-10-08,58,64,30,28,23,29,54,100,74,300,300,300,300,300,300,300,23,1
"680","travin dural","LSU",2017,"WR",1993-11-19,73,202,20.8,2014,24.9,15.2,83.514870764255,11.84,4.55,92.6,NA,116,7.29,4.57,88.6884276374747,30.5,9,32,0.588235294117647,0.277372262773723,0.369747899159664,0.216216216216216,0.533333333333333,0.506849315068493,0.361111111111111,1.14775976711958,0.577327327327327,"Y",2017-04-01,23.3808219178082,26.6477763182586,2017-10-08,260,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"681","travis benjamin","Miami (FL)",2012,"WR",1989-12-29,70,175,22.7917808219178,NA,19,14.9,106.010748940119,11.13,4.17,92.9,114.5,119,6.96,4.36,104.511816810747,38,8.75,31.75,0.835294117647058,0.518248175182482,0.689075630252101,0.621621621621622,0.333333333333333,0.479452054794521,0.444444444444444,2.16852148268837,1.06606606606607,"N",2012-04-01,22.2712328767123,25.1071428571429,2012-10-08,100,61,89,139,95,29,58,55,300,300,300,300,300,300,300,300,29,1
